dwell,emme_id,from_station,index,time_period,to_station,tt_minutes
90.0,GT01Ae,Appleby Station,0,AM,Bronte Station,3.75
90.0,GT01Ae,Bronte Station,1,AM,Oakville Station,4.25
90.0,GT01Ae,Oakville Station,2,AM,Clarkson Station,5.5
90.0,GT01Ae,Clarkson Station,3,AM,Port Credit Station,4.0
60.0,GT01Ae,Port Credit Station,4,AM,Exhibition Station,10.25
0.0,GT01Ae,Exhibition Station,5,AM,Union Station,4.75
90.0,GT01Be,Appleby Station,0,AM,Bronte Station,3.75
90.0,GT01Be,Bronte Station,1,AM,Oakville Station,4.25
90.0,GT01Be,Oakville Station,2,AM,Clarkson Station,5.5
90.0,GT01Be,Clarkson Station,3,AM,Port Credit Station,4.0
60.0,GT01Be,Port Credit Station,4,AM,Long Branch Station,3.75
120.0,GT01Be,Long Branch Station,5,AM,Mimico Station,4.25
60.0,GT01Be,Mimico Station,6,AM,Park Lawn Station,1.75
60.0,GT01Be,Park Lawn Station,7,AM,Exhibition Station,4.0
0.0,GT01Be,Exhibition Station,8,AM,Union Station,4.75
60.0,GT01Ce,Burlington Station,0,EV,Appleby Station,4.25
90.0,GT01Ce,Appleby Station,1,EV,Bronte Station,3.75
90.0,GT01Ce,Bronte Station,2,EV,Oakville Station,4.25
90.0,GT01Ce,Oakville Station,3,EV,Clarkson Station,5.25
90.0,GT01Ce,Clarkson Station,4,EV,Port Credit Station,4.0
60.0,GT01Ce,Port Credit Station,5,EV,Long Branch Station,3.75
120.0,GT01Ce,Long Branch Station,6,EV,Mimico Station,4.25
60.0,GT01Ce,Mimico Station,7,EV,Park Lawn Station,1.75
60.0,GT01Ce,Park Lawn Station,8,EV,Exhibition Station,4.0
0.0,GT01Ce,Exhibition Station,9,EV,Union Station,4.25
60.0,GT01Ce,Burlington Station,0,MD,Appleby Station,4.25
90.0,GT01Ce,Appleby Station,1,MD,Bronte Station,3.75
90.0,GT01Ce,Bronte Station,2,MD,Oakville Station,4.25
90.0,GT01Ce,Oakville Station,3,MD,Clarkson Station,5.25
90.0,GT01Ce,Clarkson Station,4,MD,Port Credit Station,4.0
60.0,GT01Ce,Port Credit Station,5,MD,Long Branch Station,3.75
120.0,GT01Ce,Long Branch Station,6,MD,Mimico Station,4.25
60.0,GT01Ce,Mimico Station,7,MD,Park Lawn Station,1.75
60.0,GT01Ce,Park Lawn Station,8,MD,Exhibition Station,4.0
0.0,GT01Ce,Exhibition Station,9,MD,Union Station,4.25
60.0,GT01Ce,Burlington Station,0,PM,Appleby Station,4.25
90.0,GT01Ce,Appleby Station,1,PM,Bronte Station,3.75
90.0,GT01Ce,Bronte Station,2,PM,Oakville Station,4.25
90.0,GT01Ce,Oakville Station,3,PM,Clarkson Station,5.25
90.0,GT01Ce,Clarkson Station,4,PM,Port Credit Station,4.0
60.0,GT01Ce,Port Credit Station,5,PM,Long Branch Station,3.75
120.0,GT01Ce,Long Branch Station,6,PM,Mimico Station,4.25
60.0,GT01Ce,Mimico Station,7,PM,Park Lawn Station,1.75
60.0,GT01Ce,Park Lawn Station,8,PM,Exhibition Station,4.0
0.0,GT01Ce,Exhibition Station,9,PM,Union Station,4.25
60.0,GT01De,Burlington Station,0,AM,Appleby Station,4.5
90.0,GT01De,Appleby Station,1,AM,Bronte Station,3.75
90.0,GT01De,Bronte Station,2,AM,Oakville Station,4.25
90.0,GT01De,Oakville Station,3,AM,Clarkson Station,5.5
90.0,GT01De,Clarkson Station,4,AM,Port Credit Station,4.0
60.0,GT01De,Port Credit Station,5,AM,Long Branch Station,3.75
120.0,GT01De,Long Branch Station,6,AM,Mimico Station,4.25
60.0,GT01De,Mimico Station,7,AM,Park Lawn Station,1.75
60.0,GT01De,Park Lawn Station,8,AM,Exhibition Station,4.0
0.0,GT01De,Exhibition Station,9,AM,Union Station,4.75
60.0,GT01De,Burlington Station,0,PM,Appleby Station,4.5
90.0,GT01De,Appleby Station,1,PM,Bronte Station,3.75
90.0,GT01De,Bronte Station,2,PM,Oakville Station,4.25
90.0,GT01De,Oakville Station,3,PM,Clarkson Station,5.5
90.0,GT01De,Clarkson Station,4,PM,Port Credit Station,4.0
60.0,GT01De,Port Credit Station,5,PM,Long Branch Station,3.75
120.0,GT01De,Long Branch Station,6,PM,Mimico Station,4.25
60.0,GT01De,Mimico Station,7,PM,Park Lawn Station,1.75
60.0,GT01De,Park Lawn Station,8,PM,Exhibition Station,4.0
0.0,GT01De,Exhibition Station,9,PM,Union Station,4.25
60.0,GT01Ee,Hamilton GO Centre Station,0,AM,Aldershot Station,12.5
60.0,GT01Ee,Aldershot Station,1,AM,Burlington Station,5.25
60.0,GT01Ee,Burlington Station,2,AM,Appleby Station,5.25
90.0,GT01Ee,Appleby Station,3,AM,Bronte Station,4.75
90.0,GT01Ee,Bronte Station,4,AM,Oakville Station,4.75
90.0,GT01Ee,Oakville Station,5,AM,Clarkson Station,6.25
90.0,GT01Ee,Clarkson Station,6,AM,Port Credit Station,5.5
60.0,GT01Ee,Port Credit Station,7,AM,Exhibition Station,10.75
0.0,GT01Ee,Exhibition Station,8,AM,Union Station,7.0
60.0,GT01Fe,Hamilton GO Centre Station,0,AM,Aldershot Station,13.25
80.0,GT01Fe,Aldershot Station,1,AM,Burlington Station,5.0
60.0,GT01Fe,Burlington Station,2,AM,Appleby Station,5.25
90.0,GT01Fe,Appleby Station,3,AM,Bronte Station,4.75
90.0,GT01Fe,Bronte Station,4,AM,Oakville Station,4.75
90.0,GT01Fe,Oakville Station,5,AM,Clarkson Station,6.25
90.0,GT01Fe,Clarkson Station,6,AM,Port Credit Station,5.5
60.0,GT01Fe,Port Credit Station,7,AM,Exhibition Station,10.75
0.0,GT01Fe,Exhibition Station,8,AM,Union Station,5.75
60.0,GT01Ge,West Harbour Station,0,EV,Aldershot Station,9.5
60.0,GT01Ge,Aldershot Station,1,EV,Burlington Station,5.25
90.0,GT01Ge,Burlington Station,2,EV,Oakville Station,10.75
90.0,GT01Ge,Oakville Station,3,EV,Clarkson Station,6.25
90.0,GT01Ge,Clarkson Station,4,EV,Port Credit Station,5.5
60.0,GT01Ge,Port Credit Station,5,EV,Exhibition Station,10.75
0.0,GT01Ge,Exhibition Station,6,EV,Union Station,7.0
60.0,GT01Ge,West Harbour Station,0,MD,Aldershot Station,9.5
60.0,GT01Ge,Aldershot Station,1,MD,Burlington Station,5.25
90.0,GT01Ge,Burlington Station,2,MD,Oakville Station,10.75
90.0,GT01Ge,Oakville Station,3,MD,Clarkson Station,6.25
90.0,GT01Ge,Clarkson Station,4,MD,Port Credit Station,6.0
60.0,GT01Ge,Port Credit Station,5,MD,Exhibition Station,10.75
0.0,GT01Ge,Exhibition Station,6,MD,Union Station,7.0
60.0,GT01Ge,West Harbour Station,0,PM,Aldershot Station,9.5
60.0,GT01Ge,Aldershot Station,1,PM,Burlington Station,5.25
90.0,GT01Ge,Burlington Station,2,PM,Oakville Station,10.75
90.0,GT01Ge,Oakville Station,3,PM,Clarkson Station,6.25
90.0,GT01Ge,Clarkson Station,4,PM,Port Credit Station,6.0
60.0,GT01Ge,Port Credit Station,5,PM,Exhibition Station,10.75
0.0,GT01Ge,Exhibition Station,6,PM,Union Station,6.916666666666667
120.0,GT01He,Confederation Station,0,AM,West Harbour Station,12.25
60.0,GT01He,West Harbour Station,1,AM,Aldershot Station,9.5
60.0,GT01He,Aldershot Station,2,AM,Burlington Station,5.25
90.0,GT01He,Burlington Station,3,AM,Oakville Station,10.75
90.0,GT01He,Oakville Station,4,AM,Clarkson Station,6.25
90.0,GT01He,Clarkson Station,5,AM,Port Credit Station,5.5
60.0,GT01He,Port Credit Station,6,AM,Exhibition Station,10.75
0.0,GT01He,Exhibition Station,7,AM,Union Station,7.0
90.0,GT01He,Confederation Station,0,EV,West Harbour Station,12.25
60.0,GT01He,West Harbour Station,1,EV,Aldershot Station,9.5
60.0,GT01He,Aldershot Station,2,EV,Burlington Station,5.25
90.0,GT01He,Burlington Station,3,EV,Oakville Station,10.75
90.0,GT01He,Oakville Station,4,EV,Clarkson Station,6.25
90.0,GT01He,Clarkson Station,5,EV,Port Credit Station,5.5
60.0,GT01He,Port Credit Station,6,EV,Exhibition Station,10.75
0.0,GT01He,Exhibition Station,7,EV,Union Station,7.0
120.0,GT01He,Confederation Station,0,MD,West Harbour Station,12.25
60.0,GT01He,West Harbour Station,1,MD,Aldershot Station,9.5
60.0,GT01He,Aldershot Station,2,MD,Burlington Station,5.25
90.0,GT01He,Burlington Station,3,MD,Oakville Station,10.75
90.0,GT01He,Oakville Station,4,MD,Clarkson Station,6.25
90.0,GT01He,Clarkson Station,5,MD,Port Credit Station,6.0
60.0,GT01He,Port Credit Station,6,MD,Exhibition Station,10.75
0.0,GT01He,Exhibition Station,7,MD,Union Station,7.0
75.0,GT01He,Confederation Station,0,PM,West Harbour Station,12.3125
60.0,GT01He,West Harbour Station,1,PM,Aldershot Station,9.5
60.0,GT01He,Aldershot Station,2,PM,Burlington Station,5.25
90.0,GT01He,Burlington Station,3,PM,Oakville Station,10.75
90.0,GT01He,Oakville Station,4,PM,Clarkson Station,6.25
90.0,GT01He,Clarkson Station,5,PM,Port Credit Station,6.0
60.0,GT01He,Port Credit Station,6,PM,Exhibition Station,10.75
0.0,GT01He,Exhibition Station,7,PM,Union Station,6.916666666666667
80.0,GT01Ie,Confederation Station,0,AM,West Harbour Station,12.41666667
100.0,GT01Ie,West Harbour Station,1,AM,Aldershot Station,9.75
80.0,GT01Ie,Aldershot Station,2,AM,Burlington Station,5.0
90.0,GT01Ie,Burlington Station,3,AM,Oakville Station,10.75
90.0,GT01Ie,Oakville Station,4,AM,Clarkson Station,6.25
90.0,GT01Ie,Clarkson Station,5,AM,Port Credit Station,5.5
60.0,GT01Ie,Port Credit Station,6,AM,Exhibition Station,10.75
0.0,GT01Ie,Exhibition Station,7,AM,Union Station,5.75
60.0,GT01Je,Niagara Falls Station,0,AM,St. Catharines Station,20.0
60.0,GT01Je,St. Catharines Station,1,AM,Beamsville Station,14.0
60.0,GT01Je,Beamsville Station,2,AM,GO Grimsby Station,7.25
60.0,GT01Je,GO Grimsby Station,3,AM,Confederation Station,9.75
120.0,GT01Je,Confederation Station,4,AM,West Harbour Station,12.25
60.0,GT01Je,West Harbour Station,5,AM,Aldershot Station,9.5
60.0,GT01Je,Aldershot Station,6,AM,Burlington Station,5.25
90.0,GT01Je,Burlington Station,7,AM,Oakville Station,10.75
90.0,GT01Je,Oakville Station,8,AM,Clarkson Station,6.25
90.0,GT01Je,Clarkson Station,9,AM,Port Credit Station,5.5
60.0,GT01Je,Port Credit Station,10,AM,Exhibition Station,10.75
0.0,GT01Je,Exhibition Station,11,AM,Union Station,7.0
60.0,GT01Je,Niagara Falls Station,0,MD,St. Catharines Station,20.0
60.0,GT01Je,St. Catharines Station,1,MD,Beamsville Station,14.0
60.0,GT01Je,Beamsville Station,2,MD,GO Grimsby Station,7.25
60.0,GT01Je,GO Grimsby Station,3,MD,Confederation Station,9.75
120.0,GT01Je,Confederation Station,4,MD,West Harbour Station,12.25
60.0,GT01Je,West Harbour Station,5,MD,Aldershot Station,9.5
60.0,GT01Je,Aldershot Station,6,MD,Burlington Station,5.25
90.0,GT01Je,Burlington Station,7,MD,Oakville Station,10.75
90.0,GT01Je,Oakville Station,8,MD,Clarkson Station,6.25
90.0,GT01Je,Clarkson Station,9,MD,Port Credit Station,6.0
60.0,GT01Je,Port Credit Station,10,MD,Exhibition Station,10.75
0.0,GT01Je,Exhibition Station,11,MD,Union Station,7.0
60.0,GT01Ke,Niagara Falls Station,0,AM,St. Catharines Station,20.0
60.0,GT01Ke,St. Catharines Station,1,AM,Beamsville Station,14.0
60.0,GT01Ke,Beamsville Station,2,AM,GO Grimsby Station,7.25
60.0,GT01Ke,GO Grimsby Station,3,AM,Confederation Station,9.75
80.0,GT01Ke,Confederation Station,4,AM,West Harbour Station,12.41666667
100.0,GT01Ke,West Harbour Station,5,AM,Aldershot Station,9.75
80.0,GT01Ke,Aldershot Station,6,AM,Burlington Station,5.0
90.0,GT01Ke,Burlington Station,7,AM,Oakville Station,10.75
90.0,GT01Ke,Oakville Station,8,AM,Clarkson Station,6.25
90.0,GT01Ke,Clarkson Station,9,AM,Port Credit Station,5.5
60.0,GT01Ke,Port Credit Station,10,AM,Exhibition Station,10.75
0.0,GT01Ke,Exhibition Station,11,AM,Union Station,5.75
60.0,GT01Le,Niagara Falls Station,0,AM,St. Catharines Station,20.0
60.0,GT01Le,St. Catharines Station,1,AM,Beamsville Station,14.0
60.0,GT01Le,Beamsville Station,2,AM,GO Grimsby Station,7.25
60.0,GT01Le,GO Grimsby Station,3,AM,Confederation Station,9.75
60.0,GT01Aw,Union Station,0,EV,Exhibition Station,4.5
60.0,GT01Aw,Exhibition Station,1,EV,Park Lawn Station,4.0
120.0,GT01Aw,Park Lawn Station,2,EV,Mimico Station,2.25
60.0,GT01Aw,Mimico Station,3,EV,Long Branch Station,3.75
60.0,GT01Aw,Long Branch Station,4,EV,Port Credit Station,3.75
60.0,GT01Aw,Port Credit Station,5,EV,Clarkson Station,4.0
60.0,GT01Aw,Clarkson Station,6,EV,Oakville Station,5.0
60.0,GT01Aw,Oakville Station,7,EV,Bronte Station,4.5
30.0,GT01Aw,Bronte Station,8,EV,Appleby Station,4.0
0.0,GT01Aw,Appleby Station,9,EV,Burlington Station,4.5
60.0,GT01Aw,Union Station,0,MD,Exhibition Station,4.5
60.0,GT01Aw,Exhibition Station,1,MD,Park Lawn Station,4.0
120.0,GT01Aw,Park Lawn Station,2,MD,Mimico Station,2.25
60.0,GT01Aw,Mimico Station,3,MD,Long Branch Station,3.75
60.0,GT01Aw,Long Branch Station,4,MD,Port Credit Station,3.75
60.0,GT01Aw,Port Credit Station,5,MD,Clarkson Station,4.0
60.0,GT01Aw,Clarkson Station,6,MD,Oakville Station,5.0
60.0,GT01Aw,Oakville Station,7,MD,Bronte Station,4.5
60.0,GT01Aw,Bronte Station,8,MD,Appleby Station,3.75
0.0,GT01Aw,Appleby Station,9,MD,Burlington Station,4.5
60.0,GT01Aw,Union Station,0,PM,Exhibition Station,4.5
60.0,GT01Aw,Exhibition Station,1,PM,Park Lawn Station,4.0
120.0,GT01Aw,Park Lawn Station,2,PM,Mimico Station,2.25
60.0,GT01Aw,Mimico Station,3,PM,Long Branch Station,3.75
60.0,GT01Aw,Long Branch Station,4,PM,Port Credit Station,3.75
60.0,GT01Aw,Port Credit Station,5,PM,Clarkson Station,4.0
60.0,GT01Aw,Clarkson Station,6,PM,Oakville Station,5.0
60.0,GT01Aw,Oakville Station,7,PM,Bronte Station,4.5
60.0,GT01Aw,Bronte Station,8,PM,Appleby Station,3.75
0.0,GT01Aw,Appleby Station,9,PM,Burlington Station,4.5
60.0,GT01Bw,Union Station,0,AM,Exhibition Station,4.5
60.0,GT01Bw,Exhibition Station,1,AM,Park Lawn Station,4.0
120.0,GT01Bw,Park Lawn Station,2,AM,Mimico Station,2.25
60.0,GT01Bw,Mimico Station,3,AM,Long Branch Station,3.5
60.0,GT01Bw,Long Branch Station,4,AM,Port Credit Station,3.75
60.0,GT01Bw,Port Credit Station,5,AM,Clarkson Station,4.25
60.0,GT01Bw,Clarkson Station,6,AM,Oakville Station,5.0
60.0,GT01Bw,Oakville Station,7,AM,Bronte Station,4.5
60.0,GT01Bw,Bronte Station,8,AM,Appleby Station,3.75
0.0,GT01Bw,Appleby Station,9,AM,Burlington Station,4.5
60.0,GT01Bw,Union Station,0,MD,Exhibition Station,4.5
60.0,GT01Bw,Exhibition Station,1,MD,Park Lawn Station,4.0
120.0,GT01Bw,Park Lawn Station,2,MD,Mimico Station,2.25
60.0,GT01Bw,Mimico Station,3,MD,Long Branch Station,3.5
60.0,GT01Bw,Long Branch Station,4,MD,Port Credit Station,3.75
60.0,GT01Bw,Port Credit Station,5,MD,Clarkson Station,4.25
60.0,GT01Bw,Clarkson Station,6,MD,Oakville Station,5.0
60.0,GT01Bw,Oakville Station,7,MD,Bronte Station,4.5
60.0,GT01Bw,Bronte Station,8,MD,Appleby Station,3.75
0.0,GT01Bw,Appleby Station,9,MD,Burlington Station,4.5
60.0,GT01Bw,Union Station,0,PM,Exhibition Station,4.5
60.0,GT01Bw,Exhibition Station,1,PM,Park Lawn Station,4.0
120.0,GT01Bw,Park Lawn Station,2,PM,Mimico Station,2.25
60.0,GT01Bw,Mimico Station,3,PM,Long Branch Station,3.5
60.0,GT01Bw,Long Branch Station,4,PM,Port Credit Station,3.75
60.0,GT01Bw,Port Credit Station,5,PM,Clarkson Station,4.25
60.0,GT01Bw,Clarkson Station,6,PM,Oakville Station,5.0
60.0,GT01Bw,Oakville Station,7,PM,Bronte Station,4.5
60.0,GT01Bw,Bronte Station,8,PM,Appleby Station,3.75
0.0,GT01Bw,Appleby Station,9,PM,Burlington Station,4.5
60.0,GT01Cw,Union Station,0,PM,Exhibition Station,4.5
60.0,GT01Cw,Exhibition Station,1,PM,Port Credit Station,13.75
60.0,GT01Cw,Port Credit Station,2,PM,Clarkson Station,4.0
60.0,GT01Cw,Clarkson Station,3,PM,Oakville Station,5.0
60.0,GT01Cw,Oakville Station,4,PM,Bronte Station,4.5
60.0,GT01Cw,Bronte Station,5,PM,Appleby Station,3.75
0.0,GT01Cw,Appleby Station,6,PM,Burlington Station,4.5
60.0,GT01Dw,Union Station,0,PM,Exhibition Station,4.5
60.0,GT01Dw,Exhibition Station,1,PM,Port Credit Station,11.375
60.0,GT01Dw,Port Credit Station,2,PM,Clarkson Station,5.0
60.0,GT01Dw,Clarkson Station,3,PM,Oakville Station,6.0
60.0,GT01Dw,Oakville Station,4,PM,Bronte Station,5.0
60.0,GT01Dw,Bronte Station,5,PM,Appleby Station,4.5
60.0,GT01Dw,Appleby Station,6,PM,Burlington Station,5.25
60.0,GT01Dw,Burlington Station,7,PM,Aldershot Station,5.0
0.0,GT01Dw,Aldershot Station,8,PM,Hamilton GO Centre Station,13.5
60.0,GT01Ew,Union Station,0,PM,Exhibition Station,5.0
60.0,GT01Ew,Exhibition Station,1,PM,Port Credit Station,11.5
60.0,GT01Ew,Port Credit Station,2,PM,Clarkson Station,5.0
60.0,GT01Ew,Clarkson Station,3,PM,Oakville Station,6.0
60.0,GT01Ew,Oakville Station,4,PM,Bronte Station,5.0
60.0,GT01Ew,Bronte Station,5,PM,Appleby Station,4.5
60.0,GT01Ew,Appleby Station,6,PM,Burlington Station,5.25
60.0,GT01Ew,Burlington Station,7,PM,Aldershot Station,5.0
0.0,GT01Ew,Aldershot Station,8,PM,Hamilton GO Centre Station,13.5
60.0,GT01Fw,Union Station,0,AM,Exhibition Station,4.5
60.0,GT01Fw,Exhibition Station,1,AM,Port Credit Station,11.0
60.0,GT01Fw,Port Credit Station,2,AM,Clarkson Station,5.0
60.0,GT01Fw,Clarkson Station,3,AM,Oakville Station,6.0
60.0,GT01Fw,Oakville Station,4,AM,Burlington Station,11.25
60.0,GT01Fw,Burlington Station,5,AM,Aldershot Station,5.0
40.0,GT01Fw,Aldershot Station,6,AM,West Harbour Station,9.916666666666666
60.0,GT01Fw,Union Station,0,EV,Exhibition Station,4.5
60.0,GT01Fw,Exhibition Station,1,EV,Port Credit Station,11.0
60.0,GT01Fw,Port Credit Station,2,EV,Clarkson Station,5.0
60.0,GT01Fw,Clarkson Station,3,EV,Oakville Station,6.0
60.0,GT01Fw,Oakville Station,4,EV,Burlington Station,11.25
60.0,GT01Fw,Burlington Station,5,EV,Aldershot Station,5.0
56.666666666666664,GT01Fw,Aldershot Station,6,EV,West Harbour Station,9.916666666666666
60.0,GT01Fw,Union Station,0,MD,Exhibition Station,4.5
60.0,GT01Fw,Exhibition Station,1,MD,Port Credit Station,11.0
60.0,GT01Fw,Port Credit Station,2,MD,Clarkson Station,5.0
60.0,GT01Fw,Clarkson Station,3,MD,Oakville Station,6.0
60.0,GT01Fw,Oakville Station,4,MD,Burlington Station,11.25
60.0,GT01Fw,Burlington Station,5,MD,Aldershot Station,5.0
40.0,GT01Fw,Aldershot Station,6,MD,West Harbour Station,9.916666666666666
60.0,GT01Fw,Union Station,0,PM,Exhibition Station,4.5
60.0,GT01Fw,Exhibition Station,1,PM,Port Credit Station,11.375
60.0,GT01Fw,Port Credit Station,2,PM,Clarkson Station,5.0
60.0,GT01Fw,Clarkson Station,3,PM,Oakville Station,6.0
60.0,GT01Fw,Oakville Station,4,PM,Burlington Station,11.25
60.0,GT01Fw,Burlington Station,5,PM,Aldershot Station,5.0
40.0,GT01Fw,Aldershot Station,6,PM,West Harbour Station,9.916666666666666
60.0,GT01Gw,Union Station,0,PM,Exhibition Station,5.0
60.0,GT01Gw,Exhibition Station,1,PM,Port Credit Station,11.5
60.0,GT01Gw,Port Credit Station,2,PM,Clarkson Station,5.0
60.0,GT01Gw,Clarkson Station,3,PM,Oakville Station,6.0
60.0,GT01Gw,Oakville Station,4,PM,Burlington Station,11.25
60.0,GT01Gw,Burlington Station,5,PM,Aldershot Station,5.0
30.0,GT01Gw,Aldershot Station,6,PM,West Harbour Station,9.75
60.0,GT01Hw,Union Station,0,AM,Exhibition Station,4.5
60.0,GT01Hw,Exhibition Station,1,AM,Port Credit Station,11.0
60.0,GT01Hw,Port Credit Station,2,AM,Clarkson Station,5.0
60.0,GT01Hw,Clarkson Station,3,AM,Oakville Station,6.0
60.0,GT01Hw,Oakville Station,4,AM,Burlington Station,11.25
60.0,GT01Hw,Burlington Station,5,AM,Aldershot Station,5.0
40.0,GT01Hw,Aldershot Station,6,AM,West Harbour Station,9.916666666666666
30.0,GT01Hw,West Harbour Station,7,AM,Confederation Station,13.083333334999999
60.0,GT01Hw,Union Station,0,EV,Exhibition Station,4.5
60.0,GT01Hw,Exhibition Station,1,EV,Port Credit Station,11.0
60.0,GT01Hw,Port Credit Station,2,EV,Clarkson Station,5.0
60.0,GT01Hw,Clarkson Station,3,EV,Oakville Station,6.0
60.0,GT01Hw,Oakville Station,4,EV,Burlington Station,11.25
60.0,GT01Hw,Burlington Station,5,EV,Aldershot Station,5.0
56.666666666666664,GT01Hw,Aldershot Station,6,EV,West Harbour Station,9.916666666666666
30.0,GT01Hw,West Harbour Station,7,EV,Confederation Station,13.041666665000001
60.0,GT01Hw,Union Station,0,MD,Exhibition Station,4.5
60.0,GT01Hw,Exhibition Station,1,MD,Port Credit Station,11.0
60.0,GT01Hw,Port Credit Station,2,MD,Clarkson Station,5.0
60.0,GT01Hw,Clarkson Station,3,MD,Oakville Station,6.0
60.0,GT01Hw,Oakville Station,4,MD,Burlington Station,11.25
60.0,GT01Hw,Burlington Station,5,MD,Aldershot Station,5.0
40.0,GT01Hw,Aldershot Station,6,MD,West Harbour Station,9.916666666666666
30.0,GT01Hw,West Harbour Station,7,MD,Confederation Station,13.0
60.0,GT01Hw,Union Station,0,PM,Exhibition Station,4.5
60.0,GT01Hw,Exhibition Station,1,PM,Port Credit Station,11.375
60.0,GT01Hw,Port Credit Station,2,PM,Clarkson Station,5.0
60.0,GT01Hw,Clarkson Station,3,PM,Oakville Station,6.0
60.0,GT01Hw,Oakville Station,4,PM,Burlington Station,11.25
60.0,GT01Hw,Burlington Station,5,PM,Aldershot Station,5.0
40.0,GT01Hw,Aldershot Station,6,PM,West Harbour Station,9.916666666666666
20.0,GT01Hw,West Harbour Station,7,PM,Confederation Station,13.0
60.0,GT01Iw,Union Station,0,PM,Exhibition Station,5.0
60.0,GT01Iw,Exhibition Station,1,PM,Port Credit Station,11.5
60.0,GT01Iw,Port Credit Station,2,PM,Clarkson Station,5.0
60.0,GT01Iw,Clarkson Station,3,PM,Oakville Station,6.0
60.0,GT01Iw,Oakville Station,4,PM,Burlington Station,11.25
60.0,GT01Iw,Burlington Station,5,PM,Aldershot Station,5.0
30.0,GT01Iw,Aldershot Station,6,PM,West Harbour Station,9.75
0.0,GT01Iw,West Harbour Station,7,PM,Confederation Station,13.0
60.0,GT01Jw,Union Station,0,AM,Exhibition Station,4.5
60.0,GT01Jw,Exhibition Station,1,AM,Port Credit Station,11.0
60.0,GT01Jw,Port Credit Station,2,AM,Clarkson Station,5.0
60.0,GT01Jw,Clarkson Station,3,AM,Oakville Station,6.0
60.0,GT01Jw,Oakville Station,4,AM,Burlington Station,11.25
60.0,GT01Jw,Burlington Station,5,AM,Aldershot Station,5.0
40.0,GT01Jw,Aldershot Station,6,AM,West Harbour Station,9.916666666666666
30.0,GT01Jw,West Harbour Station,7,AM,Confederation Station,13.083333334999999
60.0,GT01Jw,Confederation Station,8,AM,GO Grimsby Station,10.25
60.0,GT01Jw,GO Grimsby Station,9,AM,Beamsville Station,8.75
60.0,GT01Jw,Beamsville Station,10,AM,St. Catharines Station,13.0
0.0,GT01Jw,St. Catharines Station,11,AM,Niagara Falls Station,20.5
60.0,GT01Jw,Union Station,0,EV,Exhibition Station,4.5
60.0,GT01Jw,Exhibition Station,1,EV,Port Credit Station,11.0
60.0,GT01Jw,Port Credit Station,2,EV,Clarkson Station,5.0
60.0,GT01Jw,Clarkson Station,3,EV,Oakville Station,6.0
60.0,GT01Jw,Oakville Station,4,EV,Burlington Station,11.25
60.0,GT01Jw,Burlington Station,5,EV,Aldershot Station,5.0
56.666666666666664,GT01Jw,Aldershot Station,6,EV,West Harbour Station,9.916666666666666
30.0,GT01Jw,West Harbour Station,7,EV,Confederation Station,13.041666665000001
60.0,GT01Jw,Confederation Station,8,EV,GO Grimsby Station,10.25
60.0,GT01Jw,GO Grimsby Station,9,EV,Beamsville Station,8.75
60.0,GT01Jw,Beamsville Station,10,EV,St. Catharines Station,13.0
0.0,GT01Jw,St. Catharines Station,11,EV,Niagara Falls Station,20.75
60.0,GT01Jw,Union Station,0,MD,Exhibition Station,4.5
60.0,GT01Jw,Exhibition Station,1,MD,Port Credit Station,11.0
60.0,GT01Jw,Port Credit Station,2,MD,Clarkson Station,5.0
60.0,GT01Jw,Clarkson Station,3,MD,Oakville Station,6.0
60.0,GT01Jw,Oakville Station,4,MD,Burlington Station,11.25
60.0,GT01Jw,Burlington Station,5,MD,Aldershot Station,5.0
40.0,GT01Jw,Aldershot Station,6,MD,West Harbour Station,9.916666666666666
30.0,GT01Jw,West Harbour Station,7,MD,Confederation Station,13.0
360.0,GT01Jw,Confederation Station,8,MD,GO Grimsby Station,10.25
60.0,GT01Jw,GO Grimsby Station,9,MD,Beamsville Station,8.75
360.0,GT01Jw,Beamsville Station,10,MD,St. Catharines Station,13.0
0.0,GT01Jw,St. Catharines Station,11,MD,Niagara Falls Station,20.5
60.0,GT01Kw,Union Station,0,PM,Exhibition Station,5.0
60.0,GT01Kw,Exhibition Station,1,PM,Port Credit Station,11.5
60.0,GT01Kw,Port Credit Station,2,PM,Clarkson Station,5.0
60.0,GT01Kw,Clarkson Station,3,PM,Oakville Station,6.0
60.0,GT01Kw,Oakville Station,4,PM,Burlington Station,11.25
60.0,GT01Kw,Burlington Station,5,PM,Aldershot Station,5.0
30.0,GT01Kw,Aldershot Station,6,PM,West Harbour Station,9.75
0.0,GT01Kw,West Harbour Station,7,PM,Confederation Station,13.0
60.0,GT01Kw,Confederation Station,8,PM,GO Grimsby Station,10.25
60.0,GT01Kw,GO Grimsby Station,9,PM,Beamsville Station,8.75
60.0,GT01Kw,Beamsville Station,10,PM,St. Catharines Station,13.0
0.0,GT01Kw,St. Catharines Station,11,PM,Niagara Falls Station,20.75
60.0,GT01Lw,Confederation Station,0,PM,GO Grimsby Station,10.25
60.0,GT01Lw,GO Grimsby Station,1,PM,Beamsville Station,8.75
60.0,GT01Lw,Beamsville Station,2,PM,St. Catharines Station,13.0
0.0,GT01Lw,St. Catharines Station,3,PM,Niagara Falls Station,20.75
20.0,GT01Mw,West Harbour Station,0,PM,Confederation Station,13.0
