emme_id,time_period,index,from_station,to_station,tt_minutes,dwell
GT05As,PM,4,Maple Station,Downsview Park Station,8.5,60.0
GT05As,PM,5,Downsview Park Station,Bloor-Lansdowne Station,9.25,60.0
GT05As,PM,6,Bloor-Lansdowne Station,Spadina Station,4.25,60.0
GT05As,PM,7,Spadina Station,Union Station,4.020833333333333,0.0
GT05Bs,AM,0,East Gwillimbury Station,Newmarket Station,2.25,60.0
GT05Bs,AM,1,Newmarket Station,Aurora Station,6.0,80.0
GT05Bs,AM,2,Aurora Station,King City Station,9.25,60.0
GT05Bs,AM,3,King City Station,Maple Station,6.0,90.0
GT05Bs,AM,4,Maple Station,Downsview Park Station,8.5,60.0
GT05Bs,AM,5,Downsview Park Station,Bloor-Lansdowne Station,9.25,60.0
GT05Bs,AM,6,Bloor-Lansdowne Station,Spadina Station,4.25,60.0
GT05Bs,AM,7,Spadina Station,Union Station,3.9166666666666665,0.0
GT05Bs,PM,0,East Gwillimbury Station,Newmarket Station,2.25,60.0
GT05Bs,PM,1,Newmarket Station,Aurora Station,6.0,90.0
GT05Bs,PM,2,Aurora Station,King City Station,9.25,60.0
GT05Bs,PM,3,King City Station,Maple Station,6.0,90.0
GT05Bs,PM,4,Maple Station,Downsview Park Station,8.5,60.0
GT05Bs,PM,5,Downsview Park Station,Bloor-Lansdowne Station,9.25,60.0
GT05Bs,PM,6,Bloor-Lansdowne Station,Spadina Station,4.25,60.0
GT05Bs,PM,7,Spadina Station,Union Station,4.0,0.0
GT05Cs,AM,0,Bradford Station,East Gwillimbury Station,8.0,60.0
GT05Cs,AM,1,East Gwillimbury Station,Newmarket Station,2.25,60.0
GT05Cs,AM,2,Newmarket Station,Aurora Station,6.0,80.0
GT05Cs,AM,3,Aurora Station,King City Station,9.25,60.0
GT05Cs,AM,4,King City Station,Kirby Station,3.75,60.0
GT05Cs,AM,5,Kirby Station,Maple Station,3.5,60.0
GT05Cs,AM,6,Maple Station,Rutherford Station,2.75,60.0
GT05Cs,AM,7,Rutherford Station,Downsview Park Station,7.25,60.0
GT05Cs,AM,8,Downsview Park Station,Caledonia Station,5.25,60.0
GT05Cs,AM,9,Caledonia Station,Bloor-Lansdowne Station,5.75,60.0
GT05Cs,AM,10,Bloor-Lansdowne Station,Spadina Station,4.25,60.0
GT05Cs,AM,11,Spadina Station,Union Station,4.055555555666667,0.0
GT05Cs,EV,0,Bradford Station,East Gwillimbury Station,8.0,60.0
GT05Cs,EV,1,East Gwillimbury Station,Newmarket Station,2.25,60.0
GT05Cs,EV,2,Newmarket Station,Aurora Station,6.0,80.0
GT05Cs,EV,3,Aurora Station,King City Station,9.25,60.0
GT05Cs,EV,4,King City Station,Kirby Station,3.75,60.0
GT05Cs,EV,5,Kirby Station,Maple Station,3.5,60.0
GT05Cs,EV,6,Maple Station,Rutherford Station,2.75,60.0
GT05Cs,EV,7,Rutherford Station,Downsview Park Station,7.25,60.0
GT05Cs,EV,8,Downsview Park Station,Caledonia Station,5.25,60.0
GT05Cs,EV,9,Caledonia Station,Bloor-Lansdowne Station,5.75,60.0
GT05Cs,EV,10,Bloor-Lansdowne Station,Spadina Station,4.25,60.0
GT05Cs,EV,11,Spadina Station,Union Station,4.020833333333333,0.0
GT05Cs,MD,0,Bradford Station,East Gwillimbury Station,8.0,60.0
GT05Cs,MD,1,East Gwillimbury Station,Newmarket Station,2.25,60.0
GT05Cs,MD,2,Newmarket Station,Aurora Station,6.0,80.0
GT05Cs,MD,3,Aurora Station,King City Station,9.25,60.0
GT05Cs,MD,4,King City Station,Kirby Station,3.75,60.0
GT05Cs,MD,5,Kirby Station,Maple Station,3.5,60.0
GT05Cs,MD,6,Maple Station,Rutherford Station,2.75,60.0
GT05Cs,MD,7,Rutherford Station,Downsview Park Station,7.25,60.0
GT05Cs,MD,8,Downsview Park Station,Caledonia Station,5.25,60.0
GT05Cs,MD,9,Caledonia Station,Bloor-Lansdowne Station,5.75,60.0
GT05Cs,MD,10,Bloor-Lansdowne Station,Spadina Station,4.25,60.0
GT05Cs,MD,11,Spadina Station,Union Station,4.013888889,0.0
GT05Cs,PM,0,Bradford Station,East Gwillimbury Station,8.0,60.0
GT05Cs,PM,1,East Gwillimbury Station,Newmarket Station,2.25,60.0
GT05Cs,PM,2,Newmarket Station,Aurora Station,6.0,80.0
GT05Cs,PM,3,Aurora Station,King City Station,9.25,60.0
GT05Cs,PM,4,King City Station,Kirby Station,3.75,60.0
GT05Cs,PM,5,Kirby Station,Maple Station,3.5,60.0
GT05Cs,PM,6,Maple Station,Rutherford Station,2.75,60.0
GT05Cs,PM,7,Rutherford Station,Downsview Park Station,7.25,60.0
GT05Cs,PM,8,Downsview Park Station,Caledonia Station,5.25,60.0
GT05Cs,PM,9,Caledonia Station,Bloor-Lansdowne Station,5.75,60.0
GT05Cs,PM,10,Bloor-Lansdowne Station,Spadina Station,4.25,60.0
GT05Cs,PM,11,Spadina Station,Union Station,4.020833333333333,0.0
GT05Ds,AM,0,Bradford Station,East Gwillimbury Station,8.25,60.0
GT05Ds,AM,1,East Gwillimbury Station,Newmarket Station,2.25,60.0
GT05Ds,AM,2,Newmarket Station,Aurora Station,6.0,80.0
GT05Ds,AM,3,Aurora Station,King City Station,9.25,60.0
GT05Ds,AM,4,King City Station,Kirby Station,3.75,60.0
GT05Ds,AM,5,Kirby Station,Maple Station,3.5,60.0
GT05Ds,AM,6,Maple Station,Rutherford Station,2.75,60.0
GT05Ds,AM,7,Rutherford Station,Downsview Park Station,7.25,60.0
GT05Ds,AM,8,Downsview Park Station,Caledonia Station,5.25,60.0
GT05Ds,AM,9,Caledonia Station,Bloor-Lansdowne Station,5.75,60.0
GT05Ds,AM,10,Bloor-Lansdowne Station,Spadina Station,4.25,60.0
GT05Ds,AM,11,Spadina Station,Union Station,3.9166666666666665,0.0
GT05Es,AM,0,Allandale Waterfront Station,Barrie South Station,6.75,60.0
GT05Es,AM,1,Barrie South Station,Innisfil Station,7.0,60.0
GT05Es,AM,2,Innisfil Station,Bradford Station,12.75,60.0
GT05Es,AM,3,Bradford Station,Newmarket Station,9.75,90.0
GT05Es,AM,4,Newmarket Station,Aurora Station,6.0,80.0
GT05Es,AM,5,Aurora Station,Kirby Station,11.5,60.0
GT05Es,AM,6,Kirby Station,Rutherford Station,5.25,90.0
GT05Es,AM,7,Rutherford Station,Caledonia Station,11.0,60.0
GT05Es,AM,8,Caledonia Station,Spadina Station,9.25,60.0
GT05Es,AM,9,Spadina Station,Union Station,4.055555555666667,0.0
GT05Es,EV,0,Allandale Waterfront Station,Barrie South Station,6.78125,60.0
GT05Es,EV,1,Barrie South Station,Innisfil Station,7.0,60.0
GT05Es,EV,2,Innisfil Station,Bradford Station,12.75,60.0
GT05Es,EV,3,Bradford Station,Newmarket Station,9.75,90.0
GT05Es,EV,4,Newmarket Station,Aurora Station,6.0,80.0
GT05Es,EV,5,Aurora Station,Kirby Station,11.5,60.0
GT05Es,EV,6,Kirby Station,Rutherford Station,5.25,90.0
GT05Es,EV,7,Rutherford Station,Caledonia Station,11.0,60.0
GT05Es,EV,8,Caledonia Station,Spadina Station,9.25,60.0
GT05Es,EV,9,Spadina Station,Union Station,4.020833333333333,0.0
GT05Es,MD,0,Allandale Waterfront Station,Barrie South Station,6.825,60.0
GT05Es,MD,1,Barrie South Station,Innisfil Station,7.0,60.0
GT05Es,MD,2,Innisfil Station,Bradford Station,12.75,60.0
GT05Es,MD,3,Bradford Station,Newmarket Station,9.75,90.0
GT05Es,MD,4,Newmarket Station,Aurora Station,6.0,80.0
GT05Es,MD,5,Aurora Station,Kirby Station,11.5,60.0
GT05Es,MD,6,Kirby Station,Rutherford Station,5.25,90.0
GT05Es,MD,7,Rutherford Station,Caledonia Station,11.0,60.0
GT05Es,MD,8,Caledonia Station,Spadina Station,9.25,60.0
GT05Es,MD,9,Spadina Station,Union Station,4.013888889,0.0
GT05Es,PM,0,Allandale Waterfront Station,Barrie South Station,6.875,60.0
GT05Es,PM,1,Barrie South Station,Innisfil Station,7.0,60.0
GT05Es,PM,2,Innisfil Station,Bradford Station,12.75,60.0
GT05Es,PM,3,Bradford Station,Newmarket Station,9.75,90.0
GT05Es,PM,4,Newmarket Station,Aurora Station,6.0,80.0
GT05Es,PM,5,Aurora Station,Kirby Station,11.5,60.0
GT05Es,PM,6,Kirby Station,Rutherford Station,5.25,90.0
GT05Es,PM,7,Rutherford Station,Caledonia Station,11.0,60.0
GT05Es,PM,8,Caledonia Station,Spadina Station,9.25,60.0
GT05Es,PM,9,Spadina Station,Union Station,4.020833333333333,0.0
GT05Fs,AM,0,Allandale Waterfront Station,Barrie South Station,7.0,60.0
GT05Fs,AM,1,Barrie South Station,Innisfil Station,7.0,60.0
GT05Fs,AM,2,Innisfil Station,Bradford Station,12.75,60.0
GT05Fs,AM,3,Bradford Station,Newmarket Station,9.75,90.0
GT05Fs,AM,4,Newmarket Station,Aurora Station,6.0,80.0
GT05Fs,AM,5,Aurora Station,Kirby Station,11.5,60.0
GT05Fs,AM,6,Kirby Station,Rutherford Station,5.25,90.0
GT05Fs,AM,7,Rutherford Station,Caledonia Station,11.0,60.0
GT05Fs,AM,8,Caledonia Station,Spadina Station,9.5,60.0
GT05Fs,AM,9,Spadina Station,Union Station,3.9166666666666665,0.0
GT05Fs,MD,0,Allandale Waterfront Station,Barrie South Station,7.25,60.0
GT05Fs,MD,1,Barrie South Station,Innisfil Station,7.0,60.0
GT05Fs,MD,2,Innisfil Station,Bradford Station,12.75,60.0
GT05Fs,MD,3,Bradford Station,Newmarket Station,9.75,90.0
GT05Fs,MD,4,Newmarket Station,Aurora Station,6.0,90.0
GT05Fs,MD,5,Aurora Station,Kirby Station,11.5,60.0
GT05Fs,MD,6,Kirby Station,Rutherford Station,5.25,90.0
GT05Fs,MD,7,Rutherford Station,Caledonia Station,11.0,60.0
GT05Fs,MD,8,Caledonia Station,Spadina Station,9.5,60.0
GT05Fs,MD,9,Spadina Station,Union Station,4.0,0.0
GT05Fs,PM,0,Allandale Waterfront Station,Barrie South Station,7.125,60.0
GT05Fs,PM,1,Barrie South Station,Innisfil Station,7.0,60.0
GT05Fs,PM,2,Innisfil Station,Bradford Station,12.75,60.0
GT05Fs,PM,3,Bradford Station,Newmarket Station,9.75,90.0
GT05Fs,PM,4,Newmarket Station,Aurora Station,6.0,90.0
GT05Fs,PM,5,Aurora Station,Kirby Station,11.5,60.0
GT05Fs,PM,6,Kirby Station,Rutherford Station,5.25,90.0
GT05Fs,PM,7,Rutherford Station,Caledonia Station,11.0,60.0
GT05Fs,PM,8,Caledonia Station,Spadina Station,9.5,60.0
GT05Fs,PM,9,Spadina Station,Union Station,4.0,0.0
GT05An,AM,0,Union Station,Spadina Station,2.5,60.0
GT05An,AM,1,Spadina Station,Bloor-Lansdowne Station,4.25,60.0
GT05An,AM,2,Bloor-Lansdowne Station,Downsview Park Station,9.25,60.0
GT05An,AM,3,Downsview Park Station,Maple Station,8.5,90.0
GT05An,AM,4,Maple Station,King City Station,6.0,60.0
GT05An,AM,5,King City Station,Aurora Station,8.5,75.0
GT05An,AM,6,Aurora Station,Newmarket Station,6.25,80.0
GT05An,AM,7,Newmarket Station,East Gwillimbury Station,2.625,30.0
GT05An,EV,0,Union Station,Spadina Station,2.5,60.0
GT05An,EV,1,Spadina Station,Bloor-Lansdowne Station,4.25,60.0
GT05An,EV,2,Bloor-Lansdowne Station,Downsview Park Station,9.25,60.0
GT05An,EV,3,Downsview Park Station,Maple Station,8.5,90.0
GT05An,EV,4,Maple Station,King City Station,6.0,60.0
GT05An,EV,5,King City Station,Aurora Station,8.5,75.0
GT05An,EV,6,Aurora Station,Newmarket Station,6.25,80.0
GT05An,EV,7,Newmarket Station,East Gwillimbury Station,2.625,30.0
GT05An,MD,0,Union Station,Spadina Station,2.5,60.0
GT05An,MD,1,Spadina Station,Bloor-Lansdowne Station,4.25,60.0
GT05An,MD,2,Bloor-Lansdowne Station,Downsview Park Station,9.25,60.0
GT05An,MD,3,Downsview Park Station,Maple Station,8.5,90.0
GT05An,MD,4,Maple Station,King City Station,6.0,60.0
GT05An,MD,5,King City Station,Aurora Station,8.5,75.0
GT05An,MD,6,Aurora Station,Newmarket Station,6.25,82.5
GT05An,MD,7,Newmarket Station,East Gwillimbury Station,2.5833333333333335,40.0
GT05An,PM,0,Union Station,Spadina Station,2.5,60.0
GT05An,PM,1,Spadina Station,Bloor-Lansdowne Station,4.25,60.0
GT05An,PM,2,Bloor-Lansdowne Station,Downsview Park Station,9.25,60.0
GT05An,PM,3,Downsview Park Station,Maple Station,8.5,90.0
GT05An,PM,4,Maple Station,King City Station,6.0,60.0
GT05An,PM,5,King City Station,Aurora Station,8.5,75.0
GT05An,PM,6,Aurora Station,Newmarket Station,6.25,80.0
GT05An,PM,7,Newmarket Station,East Gwillimbury Station,2.625,30.0
GT05Bn,AM,0,Union Station,Spadina Station,2.5,60.0
GT05Bn,AM,1,Spadina Station,Bloor-Lansdowne Station,4.25,60.0
GT05Bn,AM,2,Bloor-Lansdowne Station,Downsview Park Station,9.5,60.0
GT05Bn,AM,3,Downsview Park Station,Maple Station,8.75,90.0
GT05Bn,AM,4,Maple Station,King City Station,6.0,60.0
GT05Bn,AM,5,King City Station,Aurora Station,8.5,75.0
GT05Bn,AM,6,Aurora Station,Newmarket Station,6.25,80.0
GT05Bn,AM,7,Newmarket Station,East Gwillimbury Station,2.5,30.0
GT05Bn,PM,0,Union Station,Spadina Station,2.5,60.0
GT05Bn,PM,1,Spadina Station,Bloor-Lansdowne Station,4.25,60.0
GT05Bn,PM,2,Bloor-Lansdowne Station,Downsview Park Station,9.5,60.0
GT05Bn,PM,3,Downsview Park Station,Maple Station,8.75,90.0
GT05Bn,PM,4,Maple Station,King City Station,6.125,60.0
GT05Bn,PM,5,King City Station,Aurora Station,8.5,90.0
GT05Bn,PM,6,Aurora Station,Newmarket Station,6.25,90.0
GT05Bn,PM,7,Newmarket Station,East Gwillimbury Station,2.5,0.0
GT05Cn,AM,0,Union Station,Spadina Station,2.5,60.0
GT05Cn,AM,1,Spadina Station,Bloor-Lansdowne Station,4.25,60.0
GT05Cn,AM,2,Bloor-Lansdowne Station,Caledonia Station,5.5,60.0
GT05Cn,AM,3,Caledonia Station,Downsview Park Station,5.0,60.0
GT05Cn,AM,4,Downsview Park Station,Rutherford Station,7.25,60.0
GT05Cn,AM,5,Rutherford Station,Maple Station,2.5,60.0
GT05Cn,AM,6,Maple Station,Kirby Station,3.75,60.0
GT05Cn,AM,7,Kirby Station,King City Station,3.75,60.0
GT05Cn,AM,8,King City Station,Aurora Station,8.5,75.0
GT05Cn,AM,9,Aurora Station,Newmarket Station,6.25,80.0
GT05Cn,AM,10,Newmarket Station,East Gwillimbury Station,2.625,30.0
GT05Cn,AM,11,East Gwillimbury Station,Bradford Station,8.25,0.0
GT05Cn,EV,0,Union Station,Spadina Station,2.5,60.0
GT05Cn,EV,1,Spadina Station,Bloor-Lansdowne Station,4.25,60.0
GT05Cn,EV,2,Bloor-Lansdowne Station,Caledonia Station,5.5,60.0
GT05Cn,EV,3,Caledonia Station,Downsview Park Station,5.0,60.0
GT05Cn,EV,4,Downsview Park Station,Rutherford Station,7.25,60.0
GT05Cn,EV,5,Rutherford Station,Maple Station,2.5,60.0
GT05Cn,EV,6,Maple Station,Kirby Station,3.75,60.0
GT05Cn,EV,7,Kirby Station,King City Station,3.75,60.0
GT05Cn,EV,8,King City Station,Aurora Station,8.5,75.0
GT05Cn,EV,9,Aurora Station,Newmarket Station,6.25,80.0
GT05Cn,EV,10,Newmarket Station,East Gwillimbury Station,2.625,30.0
GT05Cn,EV,11,East Gwillimbury Station,Bradford Station,8.25,0.0
GT05Cn,MD,0,Union Station,Spadina Station,2.5,60.0
GT05Cn,MD,1,Spadina Station,Bloor-Lansdowne Station,4.25,60.0
GT05Cn,MD,2,Bloor-Lansdowne Station,Caledonia Station,5.5,60.0
GT05Cn,MD,3,Caledonia Station,Downsview Park Station,5.0,60.0
GT05Cn,MD,4,Downsview Park Station,Rutherford Station,7.25,60.0
GT05Cn,MD,5,Rutherford Station,Maple Station,2.5,60.0
GT05Cn,MD,6,Maple Station,Kirby Station,3.75,60.0
GT05Cn,MD,7,Kirby Station,King City Station,3.75,60.0
GT05Cn,MD,8,King City Station,Aurora Station,8.5,75.0
GT05Cn,MD,9,Aurora Station,Newmarket Station,6.25,82.5
GT05Cn,MD,10,Newmarket Station,East Gwillimbury Station,2.5833333333333335,40.0
GT05Cn,MD,11,East Gwillimbury Station,Bradford Station,8.25,30.0
GT05Cn,PM,0,Union Station,Spadina Station,2.5,60.0
GT05Cn,PM,1,Spadina Station,Bloor-Lansdowne Station,4.25,60.0
GT05Cn,PM,2,Bloor-Lansdowne Station,Caledonia Station,5.5,60.0
GT05Cn,PM,3,Caledonia Station,Downsview Park Station,5.0,60.0
GT05Cn,PM,4,Downsview Park Station,Rutherford Station,7.25,60.0
GT05Cn,PM,5,Rutherford Station,Maple Station,2.5,60.0
GT05Cn,PM,6,Maple Station,Kirby Station,3.75,60.0
GT05Cn,PM,7,Kirby Station,King City Station,3.75,60.0
GT05Cn,PM,8,King City Station,Aurora Station,8.5,75.0
GT05Cn,PM,9,Aurora Station,Newmarket Station,6.25,80.0
GT05Cn,PM,10,Newmarket Station,East Gwillimbury Station,2.625,30.0
GT05Cn,PM,11,East Gwillimbury Station,Bradford Station,8.25,0.0
GT05Dn,AM,0,Union Station,Spadina Station,2.5,60.0
GT05Dn,AM,1,Spadina Station,Bloor-Lansdowne Station,4.25,60.0
GT05Dn,AM,2,Bloor-Lansdowne Station,Caledonia Station,5.75,60.0
GT05Dn,AM,3,Caledonia Station,Downsview Park Station,5.0,60.0
GT05Dn,AM,4,Downsview Park Station,Rutherford Station,7.25,60.0
GT05Dn,AM,5,Rutherford Station,Maple Station,2.5,60.0
GT05Dn,AM,6,Maple Station,Kirby Station,3.75,60.0
GT05Dn,AM,7,Kirby Station,King City Station,3.75,60.0
GT05Dn,AM,8,King City Station,Aurora Station,8.5,75.0
GT05Dn,AM,9,Aurora Station,Newmarket Station,6.25,80.0
GT05Dn,AM,10,Newmarket Station,East Gwillimbury Station,2.5,30.0
GT05Dn,AM,11,East Gwillimbury Station,Bradford Station,8.25,0.0
GT05Dn,PM,0,Union Station,Spadina Station,2.5,60.0
GT05Dn,PM,1,Spadina Station,Bloor-Lansdowne Station,4.25,60.0
GT05Dn,PM,2,Bloor-Lansdowne Station,Caledonia Station,5.5,60.0
GT05Dn,PM,3,Caledonia Station,Downsview Park Station,5.0,60.0
GT05Dn,PM,4,Downsview Park Station,Rutherford Station,7.25,60.0
GT05Dn,PM,5,Rutherford Station,Maple Station,2.5,60.0
GT05Dn,PM,6,Maple Station,Kirby Station,3.75,60.0
GT05Dn,PM,7,Kirby Station,King City Station,3.75,60.0
GT05Dn,PM,8,King City Station,Aurora Station,8.5,90.0
GT05Dn,PM,9,Aurora Station,Newmarket Station,6.25,90.0
GT05Dn,PM,10,Newmarket Station,East Gwillimbury Station,2.5,0.0
GT05Dn,PM,11,East Gwillimbury Station,Bradford Station,8.25,0.0
GT05En,AM,0,Union Station,Spadina Station,2.5,60.0
GT05En,AM,1,Spadina Station,Caledonia Station,8.75,60.0
GT05En,AM,2,Caledonia Station,Rutherford Station,11.0,90.0
GT05En,AM,3,Rutherford Station,Kirby Station,5.0,60.0
GT05En,AM,4,Kirby Station,Aurora Station,11.5,90.0
GT05En,AM,5,Aurora Station,Newmarket Station,6.25,80.0
GT05En,AM,6,Newmarket Station,Bradford Station,9.5,60.0
GT05En,AM,7,Bradford Station,Innisfil Station,12.0,60.0
GT05En,AM,8,Innisfil Station,Barrie South Station,6.5,60.0
GT05En,AM,9,Barrie South Station,Allandale Waterfront Station,7.5,0.0
GT05En,EV,0,Union Station,Spadina Station,2.5,60.0
GT05En,EV,1,Spadina Station,Caledonia Station,8.75,60.0
GT05En,EV,2,Caledonia Station,Rutherford Station,11.0,90.0
GT05En,EV,3,Rutherford Station,Kirby Station,5.0,60.0
GT05En,EV,4,Kirby Station,Aurora Station,11.5,90.0
GT05En,EV,5,Aurora Station,Newmarket Station,6.25,80.0
GT05En,EV,6,Newmarket Station,Bradford Station,9.5,60.0
GT05En,EV,7,Bradford Station,Innisfil Station,12.0,60.0
GT05En,EV,8,Innisfil Station,Barrie South Station,6.5,60.0
GT05En,EV,9,Barrie South Station,Allandale Waterfront Station,7.5,0.0
GT05En,MD,0,Union Station,Spadina Station,2.5,60.0
GT05En,MD,1,Spadina Station,Caledonia Station,8.75,60.0
GT05En,MD,2,Caledonia Station,Rutherford Station,11.0,90.0
GT05En,MD,3,Rutherford Station,Kirby Station,5.0,60.0
GT05En,MD,4,Kirby Station,Aurora Station,11.5,90.0
GT05En,MD,5,Aurora Station,Newmarket Station,6.25,82.5
GT05En,MD,6,Newmarket Station,Bradford Station,9.5,60.0
GT05En,MD,7,Bradford Station,Innisfil Station,12.0,60.0
GT05En,MD,8,Innisfil Station,Barrie South Station,6.5,60.0
GT05En,MD,9,Barrie South Station,Allandale Waterfront Station,7.375,0.0
GT05En,PM,0,Union Station,Spadina Station,2.5,60.0
GT05En,PM,1,Spadina Station,Caledonia Station,8.75,60.0
GT05En,PM,2,Caledonia Station,Rutherford Station,11.0,90.0
GT05En,PM,3,Rutherford Station,Kirby Station,5.0,60.0
GT05En,PM,4,Kirby Station,Aurora Station,11.5,90.0
GT05En,PM,5,Aurora Station,Newmarket Station,6.25,80.0
GT05En,PM,6,Newmarket Station,Bradford Station,9.5,60.0
GT05En,PM,7,Bradford Station,Innisfil Station,12.0,60.0
GT05En,PM,8,Innisfil Station,Barrie South Station,6.5,60.0
GT05En,PM,9,Barrie South Station,Allandale Waterfront Station,7.5,0.0
GT05Fn,AM,0,Union Station,Spadina Station,2.5,60.0
GT05Fn,AM,1,Spadina Station,Caledonia Station,8.75,60.0
GT05Fn,AM,2,Caledonia Station,Rutherford Station,11.0,90.0
GT05Fn,AM,3,Rutherford Station,Kirby Station,5.0,60.0
GT05Fn,AM,4,Kirby Station,Aurora Station,11.5,90.0
GT05Fn,AM,5,Aurora Station,Newmarket Station,6.25,80.0
GT05Fn,AM,6,Newmarket Station,Bradford Station,9.5,60.0
GT05Fn,AM,7,Bradford Station,Innisfil Station,12.25,60.0
GT05Fn,AM,8,Innisfil Station,Barrie South Station,6.5,60.0
GT05Fn,AM,9,Barrie South Station,Allandale Waterfront Station,7.25,0.0
GT05Fn,EV,0,Union Station,Spadina Station,2.5,60.0
GT05Fn,EV,1,Spadina Station,Caledonia Station,8.75,60.0
GT05Fn,EV,2,Caledonia Station,Rutherford Station,11.0,90.0
GT05Fn,EV,3,Rutherford Station,Kirby Station,5.0,60.0
GT05Fn,EV,4,Kirby Station,Aurora Station,11.5,90.0
GT05Fn,EV,5,Aurora Station,Newmarket Station,6.25,80.0
GT05Fn,EV,6,Newmarket Station,Bradford Station,9.5,60.0
GT05Fn,EV,7,Bradford Station,Innisfil Station,12.0,60.0
GT05Fn,EV,8,Innisfil Station,Barrie South Station,6.5,60.0
GT05Fn,EV,9,Barrie South Station,Allandale Waterfront Station,7.5,0.0
GT05Fn,PM,0,Union Station,Spadina Station,2.5,60.0
GT05Fn,PM,1,Spadina Station,Caledonia Station,8.75,60.0
GT05Fn,PM,2,Caledonia Station,Rutherford Station,11.0,90.0
GT05Fn,PM,3,Rutherford Station,Kirby Station,5.0,60.0
GT05Fn,PM,4,Kirby Station,Aurora Station,11.5,90.0
GT05Fn,PM,5,Aurora Station,Newmarket Station,6.25,90.0
GT05Fn,PM,6,Newmarket Station,Bradford Station,9.5,60.0
GT05Fn,PM,7,Bradford Station,Innisfil Station,12.25,60.0
GT05Fn,PM,8,Innisfil Station,Barrie South Station,6.5,60.0
GT05Fn,PM,9,Barrie South Station,Allandale Waterfront Station,7.25,0.0
GT06As,AM,0,Bloomington Station,Gormley Station,4.666666667,60.0
GT06As,AM,1,Gormley Station,Richmond Hill Station,8.0,90.0
GT06As,AM,2,Richmond Hill Station,Langstaff Station,4.25,60.0
GT06As,AM,3,Langstaff Station,Old Cummer Station,6.0,60.0
GT06As,AM,4,Old Cummer Station,Oriole Station,3.0,60.0
GT06As,AM,5,Oriole Station,Union Station,24.25,0.0
GT06As,EV,0,Bloomington Station,Gormley Station,4.5,60.0
GT06As,EV,1,Gormley Station,Richmond Hill Station,8.0,90.0
GT06As,EV,2,Richmond Hill Station,Langstaff Station,4.25,60.0
GT06As,EV,3,Langstaff Station,Old Cummer Station,6.0,60.0
GT06As,EV,4,Old Cummer Station,Oriole Station,3.0,60.0
GT06As,EV,5,Oriole Station,Union Station,27.125,0.0
GT06As,MD,0,Bloomington Station,Gormley Station,4.75,60.0
GT06As,MD,1,Gormley Station,Richmond Hill Station,8.0,90.0
GT06As,MD,2,Richmond Hill Station,Langstaff Station,4.25,60.0
GT06As,MD,3,Langstaff Station,Old Cummer Station,6.0,60.0
GT06As,MD,4,Old Cummer Station,Oriole Station,3.0,60.0
GT06As,MD,5,Oriole Station,Union Station,29.125,0.0
GT06Bs,AM,0,Bloomington Station,Gormley Station,4.583333333,60.0
GT06Bs,AM,1,Gormley Station,Richmond Hill Station,8.0,90.0
GT06Bs,AM,2,Richmond Hill Station,Langstaff Station,4.25,60.0
GT06Bs,AM,3,Langstaff Station,Old Cummer Station,6.0,60.0
GT06Bs,AM,4,Old Cummer Station,Oriole Station,3.0,60.0
GT06Bs,AM,5,Oriole Station,Union Station,24.5,0.0
GT06Cs,EV,0,Old Cummer Station,Oriole Station,3.0,60.0
GT06Cs,EV,1,Oriole Station,Union Station,27.125,0.0
GT06Cs,MD,0,Old Cummer Station,Oriole Station,3.0,60.0
GT06Cs,MD,1,Oriole Station,Union Station,29.125,0.0
GT06An,AM,0,Union Station,Oriole Station,22.0,60.0
GT06An,AM,1,Oriole Station,Old Cummer Station,3.0,0.0
GT06An,EV,0,Union Station,Oriole Station,23.0,60.0
GT06An,EV,1,Oriole Station,Old Cummer Station,3.0,30.0
GT06An,MD,0,Union Station,Oriole Station,23.666666665,60.0
GT06An,MD,1,Oriole Station,Old Cummer Station,3.0,30.0
GT06Bn,EV,0,Union Station,Oriole Station,23.0,60.0
GT06Bn,EV,1,Oriole Station,Old Cummer Station,3.0,30.0
GT06Bn,EV,2,Old Cummer Station,Langstaff Station,6.25,60.0
GT06Bn,EV,3,Langstaff Station,Richmond Hill Station,4.75,60.0
GT06Bn,EV,4,Richmond Hill Station,Gormley Station,8.0,60.0
GT06Bn,EV,5,Gormley Station,Bloomington Station,6.0,0.0
GT06Bn,MD,0,Union Station,Oriole Station,23.666666665,60.0
GT06Bn,MD,1,Oriole Station,Old Cummer Station,3.0,30.0
GT06Bn,MD,2,Old Cummer Station,Langstaff Station,6.25,60.0
GT06Bn,MD,3,Langstaff Station,Richmond Hill Station,4.75,60.0
GT06Bn,MD,4,Richmond Hill Station,Gormley Station,8.0,60.0
GT06Bn,MD,5,Gormley Station,Bloomington Station,6.0,0.0
GT06Bn,PM,0,Union Station,Oriole Station,22.66666667,60.0
GT06Bn,PM,1,Oriole Station,Old Cummer Station,3.0,60.0
GT06Bn,PM,2,Old Cummer Station,Langstaff Station,6.25,60.0
GT06Bn,PM,3,Langstaff Station,Richmond Hill Station,4.75,85.0
GT06Bn,PM,4,Richmond Hill Station,Gormley Station,8.0,60.0
GT06Bn,PM,5,Gormley Station,Bloomington Station,5.75,0.0
GT06Cn,PM,0,Union Station,Oriole Station,22.25,60.0
GT06Cn,PM,1,Oriole Station,Old Cummer Station,3.0,60.0
GT06Cn,PM,2,Old Cummer Station,Langstaff Station,6.5,60.0
GT06Cn,PM,3,Langstaff Station,Richmond Hill Station,4.75,90.0
